"method","rep","sd1","sd2","n1","delta","n2","p","width"
"Student",4,1,2,14,2,6,0.00816595079503793,2.58506068236765
"Welch",4,1,2,14,2,6,0.0272549387040558,3.12628802651851
"Student",5,1,2,14,2,6,0.449722656947788,4.20858933399205
"Welch",5,1,2,14,2,6,0.590617837358125,6.71169033759295
"Student",6,1,2,14,2,6,0.0543939744920016,1.77001376562151
"Welch",6,1,2,14,2,6,0.124187635711813,2.3468787855596
"Student",7,1,2,14,2,6,0.0184893276489862,2.99650752595434
"Welch",7,1,2,14,2,6,0.102599604640504,4.70238313613262
"Student",8,1,2,14,2,6,0.0142676007878808,2.6728788246685
"Welch",8,1,2,14,2,6,0.100115443477041,4.36292208778829
"Student",9,1,2,14,2,6,0.0440547429672893,2.58903967064935
"Welch",9,1,2,14,2,6,0.151610294795135,3.975134747952
"Student",10,1,2,14,2,6,0.271918383367132,2.5550482974016
"Welch",10,1,2,14,2,6,0.291046411313086,2.77247814319054
"Student",11,1,2,14,2,6,0.328681389384642,2.34808317601809
"Welch",11,1,2,14,2,6,0.420121574227403,3.09505905629092
"Student",12,1,2,14,2,6,0.000534198832710066,2.14146219452188
"Welch",12,1,2,14,2,6,0.00491260036297693,2.56801816369146
"Student",13,1,2,14,2,6,0.00607622485414018,2.85369301291896
"Welch",13,1,2,14,2,6,0.0331806869759032,3.77413891639932
"Student",14,1,2,14,2,6,0.0028689922108235,2.22161044340833
"Welch",14,1,2,14,2,6,0.0318624106668286,3.21360718189325
"Student",15,1,2,14,2,6,0.275916062289743,2.68665883153615
"Welch",15,1,2,14,2,6,0.458914595772031,4.50659873534375
"Student",16,1,2,14,2,6,0.00140563095997188,2.38113682466762
"Welch",16,1,2,14,2,6,0.0406991006265985,4.01424212480119
"Student",17,1,2,14,2,6,0.00371097324931908,1.89827297377395
"Welch",17,1,2,14,2,6,0.0107375892950217,2.12113481064311
"Student",18,1,2,14,2,6,0.774085526577174,3.86536659142947
"Welch",18,1,2,14,2,6,0.850404647546148,6.8321206504135
"Student",19,1,2,14,2,6,0.00303025116705064,3.2694716723827
"Welch",19,1,2,14,2,6,0.0297776389509837,4.61757183370091
"Student",20,1,2,14,2,6,0.0117748788965851,2.93079208601999
"Welch",20,1,2,14,2,6,0.0808144331495894,4.56447830176177
"Student",21,1,2,14,2,6,0.00138468771734895,2.44631718323213
"Welch",21,1,2,14,2,6,0.0208625113401594,3.48148578663741
"Student",22,1,2,14,2,6,0.174144269333823,3.53392063919437
"Welch",22,1,2,14,2,6,0.267577913692242,4.67062441172309
"Student",23,1,2,14,2,6,0.000118097371150092,2.65775622440434
"Welch",23,1,2,14,2,6,0.00123737583864021,2.99801061123844
"Student",24,1,2,14,2,6,0.0906000909935591,1.88001466370079
"Welch",24,1,2,14,2,6,0.183075999354086,2.56941856121301
"Student",25,1,2,14,2,6,0.00533408716822136,2.8645410146395
"Welch",25,1,2,14,2,6,0.0612503906440448,4.60135013411843
"Student",26,1,2,14,2,6,0.00151567363859399,2.52873172875988
"Welch",26,1,2,14,2,6,0.00106378074510718,2.31151273851157
"Student",27,1,2,14,2,6,4.71008057782861e-05,1.93863738524563
"Welch",27,1,2,14,2,6,0.0117358888331021,3.31047340822734
"Student",28,1,2,14,2,6,0.00126488254105831,3.32524601431737
"Welch",28,1,2,14,2,6,0.0335008712882801,5.3737151107876
"Student",29,1,2,14,2,6,1.77261277809711e-05,2.17044576169488
"Welch",29,1,2,14,2,6,3.32992442790397e-05,2.03525927999388
"Student",30,1,2,14,2,6,8.48315579972937e-06,2.55318919019585
"Welch",30,1,2,14,2,6,0.00156027298738076,3.48743058075609
"Student",31,1,2,14,2,6,0.00110087066323851,2.29441881072266
"Welch",31,1,2,14,2,6,0.00883144761062536,2.82530600955681
"Student",32,1,2,14,2,6,0.261195928389893,2.53301534454772
"Welch",32,1,2,14,2,6,0.262967689644337,2.62672535137332
"Student",33,1,2,14,2,6,0.128334390412935,2.16591729119389
"Welch",33,1,2,14,2,6,0.146241393135936,2.33196403331339
"Student",34,1,2,14,2,6,0.0052369275889223,3.38257744426351
"Welch",34,1,2,14,2,6,0.0533914617331607,5.21564660329861
"Student",35,1,2,14,2,6,0.00749371049535511,2.62282426777452
"Welch",35,1,2,14,2,6,0.066223287153871,4.1065089323851
"Student",36,1,2,14,2,6,8.16112214912817e-05,2.71509993255188
"Welch",36,1,2,14,2,6,0.0102909024033131,4.32034774389308
"Student",37,1,2,14,2,6,0.00889437661168023,2.69753895512296
"Welch",37,1,2,14,2,6,0.0165421666304677,2.90732178810082
"Student",38,1,2,14,2,6,5.95078121650891e-05,2.28836577155658
"Welch",38,1,2,14,2,6,0.00520600227897152,3.2913522746331
"Student",39,1,2,14,2,6,1.2222288589564e-05,2.28015652416839
"Welch",39,1,2,14,2,6,0.00206371179029067,3.1648847062274
"Student",40,1,2,14,2,6,0.000110645186189477,1.92394870518162
"Welch",40,1,2,14,2,6,0.00738364523475618,2.80542045466099
"Student",41,1,2,14,2,6,0.00125449474357534,3.16116779031272
"Welch",41,1,2,14,2,6,0.0342711072322321,5.14497329942948
"Student",42,1,2,14,2,6,0.00668503176017478,1.81402076854632
"Welch",42,1,2,14,2,6,0.046970276454149,2.59769015503892
"Student",43,1,2,14,2,6,0.00137927333941007,2.99012003810859
"Welch",43,1,2,14,2,6,0.0157503452614443,4.00786865968022
"Student",44,1,2,14,2,6,6.4800092421089e-06,2.31002819547025
"Welch",44,1,2,14,2,6,0.00129129238353782,3.12708213611726
"Student",45,1,2,14,2,6,0.00472133094298528,2.71478537709266
"Welch",45,1,2,14,2,6,0.0188846616947217,3.27076588864254
"Student",46,1,2,14,2,6,0.000635615552762501,2.3915800749299
"Welch",46,1,2,14,2,6,0.0109598856474459,3.22720288923581
"Student",47,1,2,14,2,6,0.0011597424041457,2.93256927488637
"Welch",47,1,2,14,2,6,0.0281826364517635,4.57362133377321
"Student",48,1,2,14,2,6,0.0529958695126404,2.47269517073981
"Welch",48,1,2,14,2,6,0.20293470499917,4.22300813817228
"Student",49,1,2,14,2,6,0.000396429434897559,1.98074820134496
"Welch",49,1,2,14,2,6,8.67368025638423e-05,1.65020541958264
"Student",50,1,2,14,2,6,0.026332900874042,2.55580496643301
"Welch",50,1,2,14,2,6,0.136571195859156,4.21714186748949
"Student",51,1,2,14,2,6,0.000115068349741173,2.30510722847706
"Welch",51,1,2,14,2,6,0.00881858115189289,3.46255535030019
"Student",52,1,2,14,2,6,0.00792801009745963,3.24459673741334
"Welch",52,1,2,14,2,6,0.0828208277435882,5.44704267045891
"Student",53,1,2,14,2,6,0.022929107263131,2.60859482282052
"Welch",53,1,2,14,2,6,0.0781733004998389,3.54490641023768
"Student",54,1,2,14,2,6,0.000840751595818303,3.3005831060629
"Welch",54,1,2,14,2,6,0.0355626530573411,5.67432413851922
"Student",55,1,2,14,2,6,0.012958408579029,2.34196928289819
"Welch",55,1,2,14,2,6,0.0830038489612788,3.62153925210692
"Student",56,1,2,14,2,6,0.277710586065111,2.6264983662212
"Welch",56,1,2,14,2,6,0.438873205386342,4.14964186200191
"Student",57,1,2,14,2,6,0.00121192869278634,2.94061066570301
"Welch",57,1,2,14,2,6,0.0278117849561825,4.54857675282102
"Student",58,1,2,14,2,6,0.0976754988253663,2.42338924847385
"Welch",58,1,2,14,2,6,0.0984267250589299,2.46094879858948
"Student",59,1,2,14,2,6,0.155424234040007,4.02130591796182
"Welch",59,1,2,14,2,6,0.355049310233046,7.06683985473157
"Student",60,1,2,14,2,6,0.0013332572781104,2.32670270360171
"Welch",60,1,2,14,2,6,0.0259400725089169,3.49985177052137
"Student",61,1,2,14,2,6,0.0351933938779575,3.92927863576302
"Welch",61,1,2,14,2,6,0.168658826368145,6.73135777799198
"Student",62,1,2,14,2,6,0.140560272955243,2.16542354077109
"Welch",62,1,2,14,2,6,0.242963737412721,2.95808200329856
"Student",63,1,2,14,2,6,0.00625093658101129,2.39720250771877
"Welch",63,1,2,14,2,6,0.0601791826352776,3.73965857835483
"Student",64,1,2,14,2,6,0.00138491335172713,2.55139298651205
"Welch",64,1,2,14,2,6,0.021605232853894,3.65992025758206
"Student",65,1,2,14,2,6,0.327013156072328,3.31175627094022
"Welch",65,1,2,14,2,6,0.455676192393272,4.83413982493086
"Student",66,1,2,14,2,6,0.00467647792322301,2.91555228420673
"Welch",66,1,2,14,2,6,0.0268553985511994,3.7977552663065
"Student",67,1,2,14,2,6,0.310745427325416,3.08997405912278
"Welch",67,1,2,14,2,6,0.478926886423325,5.01859597503938
"Student",68,1,2,14,2,6,0.0340934688469093,3.23061699438531
"Welch",68,1,2,14,2,6,0.143188912206184,5.13994161519591
"Student",69,1,2,14,2,6,0.000963739687043754,1.76259637120082
"Welch",69,1,2,14,2,6,0.0234738299115481,2.68107544646653
"Student",70,1,2,14,2,6,0.0014721369371424,2.74613752644821
"Welch",70,1,2,14,2,6,0.0385514868185376,4.53361176950828
"Student",71,1,2,14,2,6,1.37929998538817e-05,2.40504269068663
"Welch",71,1,2,14,2,6,0.00598875064411804,3.92900775562497
"Student",72,1,2,14,2,6,2.45098095836083e-05,2.31469385654511
"Welch",72,1,2,14,2,6,0.00459517443681884,3.47063283769016
"Student",73,1,2,14,2,6,8.80177504149942e-05,2.82269050557928
"Welch",73,1,2,14,2,6,0.000943829414140024,3.1528867069844
"Student",74,1,2,14,2,6,0.0294444974023871,2.58566864057138
"Welch",74,1,2,14,2,6,0.0735865888232234,3.26826885687624
"Student",75,1,2,14,2,6,0.0544817306110723,2.53075349696328
"Welch",75,1,2,14,2,6,0.148422933815981,3.63488561138356
"Student",76,1,2,14,2,6,0.0337867600777337,3.24464279174735
"Welch",76,1,2,14,2,6,0.129636126167205,4.9419060246601
"Student",77,1,2,14,2,6,0.894248467975262,4.34727143394933
"Welch",77,1,2,14,2,6,0.929994081319071,7.63477418717442
"Student",78,1,2,14,2,6,2.82878740146777e-07,1.73546801115712
"Welch",78,1,2,14,2,6,0.000107692516419535,2.11342395985643
"Student",79,1,2,14,2,6,6.28688248418699e-07,2.08934254243729
"Welch",79,1,2,14,2,6,0.000118098270342711,2.48064046155336
"Student",80,1,2,14,2,6,0.179312546857652,3.03232323859369
"Welch",80,1,2,14,2,6,0.313242101415724,4.45553885896814
"Student",81,1,2,14,2,6,0.0120717282436741,2.39774491386127
"Welch",81,1,2,14,2,6,0.0189949375352107,2.53591451627084
"Student",82,1,2,14,2,6,0.00448873776861063,2.71251731881459
"Welch",82,1,2,14,2,6,0.037002445238975,3.84804383552355
"Student",83,1,2,14,2,6,0.00167241222725194,1.54802868116131
"Welch",83,1,2,14,2,6,0.0421821452192541,2.58334457153515
"Student",84,1,2,14,2,6,9.11887628184839e-05,2.36981645243962
"Welch",84,1,2,14,2,6,0.00127274436809421,2.72810648031842
"Student",85,1,2,14,2,6,0.113826974786777,2.61514557502692
"Welch",85,1,2,14,2,6,0.196542262110324,3.42200058755405
"Student",86,1,2,14,2,6,0.0030515019878675,2.43657434376369
"Welch",86,1,2,14,2,6,0.0485776009437917,3.93200787677628
"Student",87,1,2,14,2,6,0.00512394808792899,3.51457400613517
"Welch",87,1,2,14,2,6,0.0705723616651818,5.95724365414147
"Student",88,1,2,14,2,6,0.0032143472548831,2.9548170237009
"Welch",88,1,2,14,2,6,0.0410905431134009,4.51008323382389
"Student",89,1,2,14,2,6,0.016601113477049,2.58548953873471
"Welch",89,1,2,14,2,6,0.0171645899804749,2.55120986524808
"Student",90,1,2,14,2,6,0.0727409184264094,2.96894860598173
"Welch",90,1,2,14,2,6,0.167241419559273,4.15654426459755
"Student",91,1,2,14,2,6,0.0205502340626012,2.74827386231657
"Welch",91,1,2,14,2,6,0.0654024103055964,3.59794623008506
"Student",92,1,2,14,2,6,0.024864837119415,3.40660784716228
"Welch",92,1,2,14,2,6,0.164935487363909,6.24416390262959
"Student",93,1,2,14,2,6,0.0787804661336253,2.84895606026058
"Welch",93,1,2,14,2,6,0.181198627919025,4.05592617248646
"Student",94,1,2,14,2,6,0.0965140903034659,2.79476662054542
"Welch",94,1,2,14,2,6,0.222535294201925,4.18231322492285
"Student",95,1,2,14,2,6,0.0795878124051412,2.37749264338778
"Welch",95,1,2,14,2,6,0.125179195050829,2.83054195041349
"Student",96,1,2,14,2,6,0.561609560448808,2.67591512122349
"Welch",96,1,2,14,2,6,0.624269891912122,3.46108265824552
"Student",97,1,2,14,2,6,0.299104385251782,3.0572723943044
"Welch",97,1,2,14,2,6,0.489049864314402,5.2634677571517
"Student",98,1,2,14,2,6,0.360594837236971,3.25800620929954
"Welch",98,1,2,14,2,6,0.472456436490043,4.575252374628
"Student",99,1,2,14,2,6,0.00255283257975085,2.00128830012547
"Welch",99,1,2,14,2,6,0.00504501681365306,2.07777327181729
"Student",100,1,2,14,2,6,0.0416820050879886,2.80205450930116
"Welch",100,1,2,14,2,6,0.12376003141391,3.97538776950914
"Student",1,1,3,14,2,6,0.0304576807987003,2.91817044240746
"Welch",1,1,3,14,2,6,0.176044790314355,5.29108522858937
"Student",2,1,3,14,2,6,0.00192828335540298,3.51249057714541
"Welch",2,1,3,14,2,6,0.0557484585497379,6.27728185776119
"Student",3,1,3,14,2,6,0.0686622483488385,2.9212681113143
"Welch",3,1,3,14,2,6,0.231485160491538,5.0154925307514
"Student",4,1,3,14,2,6,0.11704555500074,4.81301720368255
"Welch",4,1,3,14,2,6,0.325678039704961,8.83655725952836
"Student",5,1,3,14,2,6,0.000656633114282703,2.06792393183351
"Welch",5,1,3,14,2,6,0.00267126750934101,2.24434513537895
"Student",6,1,3,14,2,6,0.296316562001661,3.7995482131184
"Welch",6,1,3,14,2,6,0.45638577697188,6.00848398500039
"Student",7,1,3,14,2,6,0.092228280515857,4.5116184665283
"Welch",7,1,3,14,2,6,0.283456636748759,8.09562346724528
"Student",8,1,3,14,2,6,0.0273914802857341,2.39494656332888
"Welch",8,1,3,14,2,6,0.0686617177512907,3.00558644984851
"Student",9,1,3,14,2,6,0.00307263460149679,3.84964534824761
"Welch",9,1,3,14,2,6,0.0653956822966468,6.8302278647319
"Student",10,1,3,14,2,6,0.000806656375515092,3.00662185714106
"Welch",10,1,3,14,2,6,0.0142546996338433,4.1730982386336
"Student",11,1,3,14,2,6,0.0140823213330337,4.22176759013247
"Welch",11,1,3,14,2,6,0.0973045832439733,6.83019335577112
"Student",12,1,3,14,2,6,0.0168865267227589,4.14801056371036
"Welch",12,1,3,14,2,6,0.106590982005345,6.72815298539006
"Student",13,1,3,14,2,6,0.287134074874583,4.3830130807453
"Welch",13,1,3,14,2,6,0.492749071497671,7.86017349586996
"Student",14,1,3,14,2,6,0.00904612863246401,3.44860629180271
"Welch",14,1,3,14,2,6,0.0773430174075944,5.52751470307117
"Student",15,1,3,14,2,6,0.401244824788283,3.33154811019769
"Welch",15,1,3,14,2,6,0.57699809311559,5.77484672897483
"Student",16,1,3,14,2,6,0.028030570507368,3.32035113095552
"Welch",16,1,3,14,2,6,0.152511115588334,5.69693267674594
"Student",17,1,3,14,2,6,0.0091001676921375,4.08688530312087
"Welch",17,1,3,14,2,6,0.0981621199124795,7.16129561542698
"Student",18,1,3,14,2,6,0.000989364369373503,2.58621567443173
"Welch",18,1,3,14,2,6,0.0185480527727854,3.71663849588879
"Student",19,1,3,14,2,6,0.436525805091828,3.10693896890219
"Welch",19,1,3,14,2,6,0.59123174556281,5.14406620356099
"Student",20,1,3,14,2,6,0.472754513473535,2.90115187096982
"Welch",20,1,3,14,2,6,0.607948108666731,4.60702622916209
"Student",21,1,3,14,2,6,0.000642193030314568,3.13841158198996
"Welch",21,1,3,14,2,6,0.0382999554160675,5.67355423176889
"Student",22,1,3,14,2,6,0.294059298980373,4.91190880065921
"Welch",22,1,3,14,2,6,0.508265540466202,9.05191187103078
"Student",23,1,3,14,2,6,0.169054783935068,4.51757892400306
"Welch",23,1,3,14,2,6,0.378635964485495,8.11693517209794
"Student",24,1,3,14,2,6,0.0300453832399922,6.1792428335707
"Welch",24,1,3,14,2,6,0.188060059564135,11.6548177208061
"Student",25,1,3,14,2,6,0.903945777106847,4.88342267405372
"Welch",25,1,3,14,2,6,0.93876964088414,8.97386101687204
"Student",26,1,3,14,2,6,0.000884993008900134,3.30514507674424
"Welch",26,1,3,14,2,6,0.0287699197610035,5.33705807157082
"Student",27,1,3,14,2,6,0.0879897087833068,2.8243197138664
"Welch",27,1,3,14,2,6,0.259313804169441,4.82857622772498
"Student",28,1,3,14,2,6,0.000336752605883977,4.45681100617171
"Welch",28,1,3,14,2,6,0.0305667663975103,8.0773801001633
"Student",29,1,3,14,2,6,0.879856889109866,3.5914990621973
"Welch",29,1,3,14,2,6,0.915094550303849,5.8266893338945
"Student",30,1,3,14,2,6,0.0411846770526773,3.22130943911931
"Welch",30,1,3,14,2,6,0.113923089178724,4.42674900689653
"Student",31,1,3,14,2,6,0.0291048401563413,4.25910051392458
"Welch",31,1,3,14,2,6,0.154270909347387,7.28742198538865
"Student",32,1,3,14,2,6,0.00219967213039295,2.67487438038003
"Welch",32,1,3,14,2,6,0.0282040019432286,3.87658876752467
"Student",33,1,3,14,2,6,0.571429307435961,1.89436108497487
"Welch",33,1,3,14,2,6,0.64620486160238,2.57524722420319
"Student",34,1,3,14,2,6,0.00391447266951647,3.51053050077244
"Welch",34,1,3,14,2,6,0.0489044086206818,5.4901182718577
"Student",35,1,3,14,2,6,0.0142192670599354,5.14168588176228
"Welch",35,1,3,14,2,6,0.133192640667093,9.4960662164621
"Student",36,1,3,14,2,6,0.0305696336629507,3.53737688878585
"Welch",36,1,3,14,2,6,0.149899819765041,5.90110775276108
"Student",37,1,3,14,2,6,0.834868442443256,3.36164824543171
"Welch",37,1,3,14,2,6,0.888868619537557,5.80186494569425
"Student",38,1,3,14,2,6,0.00808674993146845,3.48671728132722
"Welch",38,1,3,14,2,6,0.0708899838530976,5.5198137529274
"Student",39,1,3,14,2,6,0.194681520764962,3.70878976542837
"Welch",39,1,3,14,2,6,0.394657935169787,6.46983834922539
"Student",40,1,3,14,2,6,0.0396402418094107,1.81139720859152
"Welch",40,1,3,14,2,6,0.0575554896032718,1.98814231178087
"Student",41,1,3,14,2,6,0.0594257252901214,5.21846678080431
"Welch",41,1,3,14,2,6,0.20561122951003,8.69485375646635
"Student",42,1,3,14,2,6,0.0154587036382182,1.89298010894708
"Welch",42,1,3,14,2,6,0.0370180728650468,2.22525790752097
"Student",43,1,3,14,2,6,0.645818548672663,3.18363188913717
"Welch",43,1,3,14,2,6,0.749030782489385,5.23823967923534
"Student",44,1,3,14,2,6,0.0165194882018703,3.70517987068021
"Welch",44,1,3,14,2,6,0.140588049400444,6.82152992842123
"Student",45,1,3,14,2,6,0.000922393027646272,2.75773045696738
"Welch",45,1,3,14,2,6,0.0201052821079517,4.06474388144493
"Student",46,1,3,14,2,6,9.86854926492862e-06,2.60622024674773
"Welch",46,1,3,14,2,6,0.0033115475118514,3.93253909497523
"Student",47,1,3,14,2,6,0.379324620267834,3.55124623333792
"Welch",47,1,3,14,2,6,0.574557725125799,6.46050123088067
"Student",48,1,3,14,2,6,0.0096034216091773,2.72569063429314
"Welch",48,1,3,14,2,6,0.0959259213722792,4.68995628580853
"Student",49,1,3,14,2,6,0.136991544938226,2.78406456800445
"Welch",49,1,3,14,2,6,0.24322659057092,3.84819718305492
"Student",50,1,3,14,2,6,0.00911142474833312,3.46949114398205
"Welch",50,1,3,14,2,6,0.0933936622534316,5.9596499147866
"Student",51,1,3,14,2,6,0.216547719447878,3.07471547827636
"Welch",51,1,3,14,2,6,0.375732029246785,4.80794943012459
"Student",52,1,3,14,2,6,0.184683732018757,3.15142709641463
"Welch",52,1,3,14,2,6,0.350359209093636,5.02837961949712
"Student",53,1,3,14,2,6,0.061920247633242,3.32236261530444
"Welch",53,1,3,14,2,6,0.224596792419934,5.77226765870092
"Student",54,1,3,14,2,6,0.093757898943847,3.01417877228669
"Welch",54,1,3,14,2,6,0.265902209656871,5.13102704956451
"Student",55,1,3,14,2,6,0.000813768904024236,3.34797849336556
"Welch",55,1,3,14,2,6,0.0369080018500151,5.83723229182852
"Student",56,1,3,14,2,6,0.000167555756501446,2.71068161605436
"Welch",56,1,3,14,2,6,0.0163261652146378,4.48346802765779
"Student",57,1,3,14,2,6,1.86346465935347e-07,1.76572820330662
"Welch",57,1,3,14,2,6,1.8246633434265e-05,1.92115139833627
"Student",58,1,3,14,2,6,0.189498272296623,4.36241985079692
"Welch",58,1,3,14,2,6,0.376712894256048,7.36156083334455
"Student",59,1,3,14,2,6,0.318571222471224,3.06278289381529
"Welch",59,1,3,14,2,6,0.437011378221061,4.33797006495002
"Student",60,1,3,14,2,6,0.0341969237311128,3.2896020839238
"Welch",60,1,3,14,2,6,0.139133277795279,5.15994665807833
"Student",61,1,3,14,2,6,0.000701299733918631,2.49838556267688
"Welch",61,1,3,14,2,6,0.0242655730433248,3.96076763623383
"Student",62,1,3,14,2,6,0.0853229319720692,4.42906526847871
"Welch",62,1,3,14,2,6,0.288058767202617,8.26315729399045
"Student",63,1,3,14,2,6,0.00216336709364062,2.83612448477477
"Welch",63,1,3,14,2,6,0.0133828587714202,3.5059768307998
"Student",64,1,3,14,2,6,7.76570423897368e-06,3.24537063961837
"Welch",64,1,3,14,2,6,0.00223015072249012,4.68093543542509
"Student",65,1,3,14,2,6,0.00421020660761661,4.39044727046022
"Welch",65,1,3,14,2,6,0.0739524782309458,7.78458062023094
"Student",66,1,3,14,2,6,0.000978818829566791,3.76424836215998
"Welch",66,1,3,14,2,6,0.0376359572377414,6.46661186950067
"Student",67,1,3,14,2,6,0.0452162716806118,3.43779685573384
"Welch",67,1,3,14,2,6,0.175499054808437,5.64894754481331
"Student",68,1,3,14,2,6,0.0161463872136109,3.66041731175519
"Welch",68,1,3,14,2,6,0.134565451876519,6.6307818918709
"Student",69,1,3,14,2,6,0.00820574127328996,3.36112023564951
"Welch",69,1,3,14,2,6,0.10832233997278,6.23901021424384
"Student",70,1,3,14,2,6,0.621891854756843,2.41225162773629
"Welch",70,1,3,14,2,6,0.707204683498694,3.55060721108612
"Student",71,1,3,14,2,6,0.371026032191902,4.3879056781128
"Welch",71,1,3,14,2,6,0.569205078873076,8.01460705189889
"Student",72,1,3,14,2,6,0.0877067490202254,4.22538836033419
"Welch",72,1,3,14,2,6,0.260178508942998,7.24877249477425
"Student",73,1,3,14,2,6,0.0139755369918098,3.85963550290883
"Welch",73,1,3,14,2,6,0.115110516568817,6.70030869220846
"Student",74,1,3,14,2,6,0.00476042530699572,4.01799703518212
"Welch",74,1,3,14,2,6,0.0784261802360817,7.14929248686699
"Student",75,1,3,14,2,6,0.000457316995444109,2.68008063801231
"Welch",75,1,3,14,2,6,0.027137013342896,4.56471596656654
"Student",76,1,3,14,2,6,0.283315562081767,2.94515688897317
"Welch",76,1,3,14,2,6,0.479931640443375,5.14214127729673
"Student",77,1,3,14,2,6,0.0299669752258108,4.957210438686
"Welch",77,1,3,14,2,6,0.182842840306941,9.21012066634385
"Student",78,1,3,14,2,6,0.0138682104964058,4.4092050039365
"Welch",78,1,3,14,2,6,0.126988847591706,8.00439256864692
"Student",79,1,3,14,2,6,0.0518429559468275,3.09066995530745
"Welch",79,1,3,14,2,6,0.214936803686694,5.4964795764424
"Student",80,1,3,14,2,6,0.513183970450338,5.67217558640797
"Welch",80,1,3,14,2,6,0.672338365245328,10.1875789710066
"Student",81,1,3,14,2,6,4.41007001899493e-06,1.56702548431364
"Welch",81,1,3,14,2,6,4.49022920998082e-05,1.59486214835755
"Student",82,1,3,14,2,6,0.530896690547097,5.71584471705765
"Welch",82,1,3,14,2,6,0.695228425429383,10.7012773598403
"Student",83,1,3,14,2,6,0.00885685309189668,4.34047633065882
"Welch",83,1,3,14,2,6,0.0985287279879262,7.65152265255023
"Student",84,1,3,14,2,6,0.00415436678516768,2.83199064844701
"Welch",84,1,3,14,2,6,0.046400337057444,4.32505176072594
"Student",85,1,3,14,2,6,3.75643272760567e-07,2.65175345593751
"Welch",85,1,3,14,2,6,0.00204486152999261,4.48122977057082
"Student",86,1,3,14,2,6,0.132123753751636,2.94844032689979
"Welch",86,1,3,14,2,6,0.253403899353194,4.25378683343668
"Student",87,1,3,14,2,6,0.025573547121733,4.63703679584921
"Welch",87,1,3,14,2,6,0.158135666774736,8.26731417044456
"Student",88,1,3,14,2,6,0.00308509621507954,2.86170424169386
"Welch",88,1,3,14,2,6,0.0384474016659192,4.31082808777386
"Student",89,1,3,14,2,6,0.0290213679142003,2.79261013477034
"Welch",89,1,3,14,2,6,0.162026006115067,4.90118537349201
"Student",90,1,3,14,2,6,3.14638075256855e-06,2.15729188727835
"Welch",90,1,3,14,2,6,6.86366577353391e-05,2.29341381023667
"Student",91,1,3,14,2,6,0.301875865618572,3.01317506640877
"Welch",91,1,3,14,2,6,0.49604961607377,5.25577410054609
"Student",92,1,3,14,2,6,0.0335944841077357,3.97216854949343
"Welch",92,1,3,14,2,6,0.167513192020469,6.85623548345457
"Student",93,1,3,14,2,6,0.120535084499,2.93707093730282
"Welch",93,1,3,14,2,6,0.261405501930043,4.49545261520913
"Student",94,1,3,14,2,6,0.0418681865838851,4.11068411472274
"Welch",94,1,3,14,2,6,0.178926862724902,6.96185862220847
"Student",95,1,3,14,2,6,0.0116267592534853,4.24288623223816
"Welch",95,1,3,14,2,6,0.120584914160169,7.77117456070395
"Student",96,1,3,14,2,6,0.314323212832801,3.04154167121524
"Welch",96,1,3,14,2,6,0.46991733143159,4.77214479195526
"Student",97,1,3,14,2,6,0.0644482139677792,2.53643629501532
"Welch",97,1,3,14,2,6,0.189519765695847,3.93805128390812
"Student",98,1,3,14,2,6,0.174521742836308,4.87777313262368
"Welch",98,1,3,14,2,6,0.382148923292711,8.70852337443769
"Student",99,1,3,14,2,6,0.542918292924447,4.66065976738748
"Welch",99,1,3,14,2,6,0.698954834847189,8.5538612726912
"Student",100,1,3,14,2,6,0.117329093309825,3.72474299371594
"Welch",100,1,3,14,2,6,0.315186960988903,6.64660630300665
"Student",1,1,1,16,2,4,0.0106285626920958,2.1723587558933
"Welch",1,1,1,16,2,4,5.73979171010448e-05,1.18331863074758
"Student",2,1,1,16,2,4,0.100777338692773,2.56805621482105
"Welch",2,1,1,16,2,4,0.173380888417938,3.49979759339841
"Student",3,1,1,16,2,4,0.00648168140718843,2.73145501091315
"Welch",3,1,1,16,2,4,0.0270720088018585,3.31342118526406
"Student",4,1,1,16,2,4,0.000354337374357612,1.87868233627331
"Welch",4,1,1,16,2,4,0.025542050591004,3.12013674243512
"Student",5,1,1,16,2,4,0.00245333298791516,2.2309584274315
"Welch",5,1,1,16,2,4,0.00252087051539177,1.93293530383255
"Student",6,1,1,16,2,4,0.000300945539338983,2.21518267152487
"Welch",6,1,1,16,2,4,0.00252646392976431,2.27057492296756
"Student",7,1,1,16,2,4,0.00142551442238344,2.31080166163669
"Welch",7,1,1,16,2,4,0.000913882946333529,1.86424950078446
"Student",8,1,1,16,2,4,0.000409218452424042,2.1427936848507
"Welch",8,1,1,16,2,4,0.00012882468808147,1.58881512159807
"Student",9,1,1,16,2,4,0.000296787536043416,2.43706403938619
"Welch",9,1,1,16,2,4,0.0804675791073563,6.30932589305161
"Student",10,1,1,16,2,4,0.0935797737584771,2.4154320982499
"Welch",10,1,1,16,2,4,0.131814063452176,2.92256146565972
"Student",11,1,1,16,2,4,0.0042312852739719,2.47339575689446
"Welch",11,1,1,16,2,4,0.0304131045039088,3.28352734001442
"Student",12,1,1,16,2,4,0.000775835966838873,2.56713479525115
"Welch",12,1,1,16,2,4,0.00411701194267781,2.63742176682209
"Student",13,1,1,16,2,4,2.21060129343053e-05,1.82285036309905
"Welch",13,1,1,16,2,4,0.000928187573901377,1.9126115716136
